//  GERMAN STRDAT.TXT latest version with all the changes up to Sept 18th (I hope)

//  ASCII European Special Characters
//  Ä ¸ Ç É ‰ ...  á à  ä  ç ƒ  ê  " ï - -  ÷ ‹    ° ¢ £  ﬂ
//  WIN European Special Characters
//  « ¸ È ‚ ‰ ‡  Á Í  Ë  Ï ƒ  …  ˆ Ú ˚ ˘  ÷ ‹  ﬂ Ì Û ˙  ﬂ

//  # the first NEWBLOCK is built for you so start with enumerations and strings
//  GERMAN VERSION ¸berarbeitet am 2.7.97 von Antje, 16:45 Uhr
//  last revised by Antje 9.7.97, LAST EDITED with additional translations August 26th 97
//  (additional data from birthright cd dated 8/17/97, saved as ms dos text
//  3 more changes according to bugreport from sascha implemented August 29th 97
// comparing german strings to english strings (received sept 18th), saved as text only



// menu data
STR_UI_ACTN		UI\\ACT_PNL.PCX
STR_UI_HELP		UI\\HELPPNL1.PCX
STR_UI_HELP1	UI\\HLPPANL2.PCX
STR_ACTNMENU_HOLDING_LEVEL	STUFE DES BESITZTUMS
STR_ACTNMENU_CAPS_CONT	^F00STREIT

STR_ACTNMENU_HOLDINGS_HELP	^F00^W255SIE K÷NNEN MIT EINER AKTION UNBEGRENZT VIELE             BESITZT‹MER REGIEREN. MIT ^C060+^C128 UND ^C060-^C128 REGENTENPUNKTE F‹R ERFOLGSCHANCE ƒNDERN. MIT KLICK AUF ^C060W‹RFELN^C128 AUSW‹RFELN, MIT ^C060FERTIG^C128 WEITERMACHEN.

STR_ACTNMENU_EXAMPLE	BEISPIEL:

STR_ACTNMENU_LEVEL_SUCCESS	STUFE ERFOLG

STR_ACTNMENU_SPEND_REGENCY	^F00GEZ. REG.-PKTE

STR_ACTNMENU_HOLDING	^F00BESITZTUM
STR_ACTNMENU_F00_cMODIFY_SUCCESS	^F00^cERFOLG DURCH 
STR_ACTNMENU_cUSING_REGENCY	^cREG.-PUNKTE MODIF.

STR_ACTNMENU_SELECT_REALM_B1	^F00^W162^C060REICH^C128, ^C060PROVINZ^C128 UND ^C060BESITZTUMSART^C128 WƒHLEN. KLICK AUF ^C060W‹RFELN^C128, 
STR_ACTNMENU_SELECT_REALM_B2	^F00^W162UM ERFOLGSCHANCEN AUSZUW‹RFELN, AUF ^C060FERTIG^C128, UM WEITERZUMACHEN.
STR_ACTNMENU_SELECT_REALM_B3	^F00^W310^C060REICH^C128, ^C060PROVINZ^C128 UND ^C060BESITZTUMSART^C128 WƒHLEN. KLICK AUF ^C060W‹RFELN^C128, UM ERFOLGSCHANCEN AUSZUW‹RFELN, AUF ^C060FERTIG^C128, UM WEITERZUMACHEN.

STR_ACTNMENU_EXISTING	BESTEHENDE
STR_ACTNMENU_CASTLES	BURGEN
STR_ACTNMENU_DESIRED	GEW‹NSCHTE
STR_ACTNMENU_LEVEL	STUFE
STR_ACTNMENU_GB_COST	GB-KOSTEN
STR_ACTNMENU_THIS_TURN	IN DIESER RUNDE

STR_ACTNMENU_FORTIFY_HELP	^F00^W310UNBEGRENZT VIELE PROVINZEN EINES REICHS K÷NNEN INNERHALB EINER AKTION AUSGEBAUT/BEFESTIGT WERDEN. DER BAU SELBST DAUERT MEHRERE RUNDEN. MIT ^C060+^C128 UND ^C060-^C128 LEGEN SIE FEST, WELCHE STUFE DIE BURG ERREICHEN SOLL. KLICKEN SIE AUF ^C060FERTIG^C128, WENN SIE AUSGEWƒHLT HABEN.

STR_ACTNMENU_HOLDINGS	Besitzt¸mer

STR_ACTNMENU_TOTAL_REG_COST_FMT	^F02Gesamtkosten: RP %d

STR_ACTNMENU_CONTEST_HELP	^F00^W150WƒHLEN SIE ^C060PROVINZ^C128 UND ^C060BESITZTUMSTYP ^C128. KLICKEN SIE AUF ^C060W‹RFELN^C128, UM IHRE ERFOLGSCHANCEN AUSZUW‹RFELN, DANN AUF ^C060FERTIG^C128, UM WEITERZUMACHEN.

STR_ACTNMENU_CANT_HAVE_MORE_LIEUTS	^F02Sie kˆnnen keine weiteren Leutnants mehr anheuern.

STR_ACTNMENU_F00_AVAILABLE_LIEUTENANTS	^F00VERF‹GBARE LEUTNANTS
STR_ACTNMENU_CLASS_AND_LEVEL	KLASSE UND STUFE

STR_ACTNMENU_CLICK_DONE_2_ACCEPT	^F00^W310KLICKEN SIE AUF FERTIG, UM WAHL ZU BESTƒTIGEN
STR_ACTNMENU_WANNA_DO_NOTHING	^F03^cMˆchten Sie in dieser Runde wirklich nichts tun?
STR_ACTNMENU_U_HAVENT_CONQUERED_ANYTHING	 ^F02Sie haben noch keine Provinzen erobert.


STR_ACTNMENU_COOLNESS_FOR_WIZARD	^F02^W310Als Zauberer m¸ssen Sie eine nicht herausgeforderte Quelle besitzen, um Gebietszauber auszusprechen. Momentan steht Ihnen eine solche nicht zur Verf¸gung.
STR_ACTNMENU_COOLNESS_FOR_BARD	^F02^W310Als Barde m¸ssen Sie im Besitz einer nicht herausgeforderten Quelle sein, um Gebietszauber auszusprechen. Momentan sind Sie nicht im Besitz einer solchen.
STR_ACTNMENU_COOLNESS_FOR_PRIEST	^F02^W310Als Priester m¸ssen Sie im Besitz von einem nicht herausgeforderten Tempel sein, um Gebietszauber auszusprechen. Momentan steht Ihnen ein solcher Tempel nicht zur Verf¸gung.

STR_SELECT_MORE_REALMS	^F00WƒHLEN SIE WEITERE PROVINZEN

STR_ACTNMENU_U_CAN_CHOOSE_ANOTHER1	Sie kˆnnen w‰hlen:
STR_ACTNMENU_U_CAN_CHOOSE_ANOTHER2	%d weitere Provinzen
STR_ACTNMENU_U_CAN_CHOOSE_ANOTHER3	%d weitere Einheiten

STR_ACTNMENU_DURATION_DOMAIN_TURN_FMT	^F02Dauer: %d Runden

STR_ACTNMENU_F02_STRENGTH	^F02St‰rke: 

STR_ACTNMENU_GOLD_GAIN_FMT	^F02Goldgewinn insgesamt: %d

STR_ACTNMENU_TOTAL_REG_COST_FMT2	^F02RP-Kosten insgesamt: %d

STR_ACTNMENU_F00_LIEUTENANTS	^F00LEUTNANTS

STR_ACTNMENU_LIEUT_ACTN_HELP	^F00^W310WƒHLEN SIE EINEN ^C060LEUTNANT^C128, DEN SIE ^C060EINSETZEN ^C128 M÷CHTEN. SIE K÷NNEN PRO RUNDE NUR EINMAL EINEN LEUTNANT EINSETZEN. KLICKEN SIE AUF ^C060FERTIG^C128, WENN SIE IHRE WAHL GETROFFEN HABEN.

STR_ACTNMENU_PLAIN_BUILD	Bauen
STR_ACTNMENU_PLAIN_MUSTER	Ausheben


STR_ACTNMENU_WHICH_ACTION_AGITATING	Agitation
STR_ACTNMENU_WHICH_ACTION_BUILDING	Straﬂen bauen
STR_ACTNMENU_WHICH_ACTION_CONTESTING	Herausfordern
STR_ACTNMENU_WHICH_ACTION_CREATING	Besitztum errichten
STR_ACTNMENU_WHICH_ACTION_FORGING	Magielinie legen
STR_ACTNMENU_WHICH_ACTION_FORTIFYING	Ausbauen

STR_ACTNMENU_WHICH_ACTION_RULING	Regieren
STR_ACTNMENU_WHICH_ACTION_TRADE_ROUTE	Handelsroute bauen

STR_ACTNMENU_WHICH_ACTION_FMT	^W310%s ist %s in %s


STR_ACTNMENU_OTHERS_ACTION_HELP	^F00^W310WENDEN SIE REGENTENPUNKTE AUF, UM DIE WAHRSCHEINLICHKEIT ZU VERRINGERN, DASS DIE OBEN GENANNTE AKTION ERFOLGT. KLICKEN SIE AUF ^C060W‹RFELN^C128, UM DAS ERGEBNIS AUSZUW‹RFELN. DER AUSGANG WIRD DANN ANGEZEIGT. KLICKEN SIE DANN AUF ^C060FERTIG^C128, UM WEITERZUMACHEN.

STR_ACTNMENU_DIPLOMACY_REQUEST_FROM	^F11^cDiplomatische Anfrage von

STR_ACTNMENU_REGENT_FMT2	^F00REGENT: ^F02^C060%s

STR_ACTNMENU_GB_FMT	^F02%d GB
STR_ACTNMENU_RP_FMT	^F02%d RP

STR_DIPLOMACY_HELP_FMT	^F09^W310W‰hlen Sie WEGSCHICKEN, um %s zu sagen, daﬂ Sie auf das Angebot nicht eingehen, AKZEPTIEREN, um den Handel mit %s perfekt zu machen, VERBESSERN, um von %s ein besseres Angebot zu verlangen.

STR_DIPLOMACY_WANTS_BETTER_DEAL	^F02^W250%s hat Interesse, besteht aber auf einem besseren Angebot.

STR_REPORT_HOLDING_TYPE_LAW		Ordnung
STR_REPORT_HOLDING_TYPE_GUILD	Gilde
STR_REPORT_HOLDING_TYPE_TEMPLE	Tempel
STR_REPORT_HOLDING_TYPE_SOURCE	Quelle
STR_REPORT_HOLDING_TYPE_CASTLE	Burg

STR_NUM_ZERO	null
STR_NUM_ONE	eins
STR_NUM_TWO	zwei
STR_NUM_THREE	drei
STR_NUM_FOUR	vier
STR_NUM_FIVE	f¸nf
STR_NUM_SIX	sechs
STR_NUM_SEVEN	sieben
STR_NUM_EIGHT	acht
STR_NUM_NINE	neun


STR_REPORT_LOYALTY_REBEL	rebellisch
STR_REPORT_LOYALTY_POOR	schwach
STR_REPORT_LOYALTY_AVG	durchschnittlich
STR_REPORT_LOYALTY_HIGH	hoch


STR_REPORT_ALLY_TYPE_NEUT	neutral
STR_REPORT_ALLY_TYPE_PALLY	Duldungsb¸ndnis
STR_REPORT_ALLY_TYPE_PALLY_SHORT	Verb¸ndeter
STR_REPORT_ALLY_TYPE_FALLY	echter Verb¸ndeter
STR_REPORT_ALLY_TYPE_VASS	Vasall
STR_REPORT_ALLY_TYPE_LIEGE	Lehnsherr

STR_REPORT_SEASON_SAR	Sarimiere
STR_REPORT_SEASON_HAE	Haelynir
STR_REPORT_SEASON_ERN	Erntenir
STR_REPORT_SEASON_KEL	Keltier

STR_DECREASED	verringert
STR_INCREASED	erhˆht

STR_REPORT_MAJOR_WARS	Wichtige Kriege in letzter Zeit

STR_REPORT_MAJOR_WARS_HELP	Eure Majest‰t, dieser Bericht zeigt Euch die wichtigsten Kriege der letzten Zeit und die Verb¸ndeten der einzelnen Reiche.

STR_VERSUS	gegen

STR_REPORT_PEACE_LATELY	In den letzten Jahren gab es keine grˆﬂeren Kriege in Anuire.

STR_REPORT_COLORS	^F01^W300LEGENDE: ^C090VASALL, ^C064ECHTES B‹NDNIS, ^C188DULDUNGSB‹NDNIS, ^C128ENDE: KLICK

STR_REPORT_ALLIANCE_REPORT	B¸ndnis-Bericht

STR_REPORT_ALLY_RPT_HELP	Eure Majest‰t, hier seht Ihr die wichtigsten M‰chte. Wir m¸ssen sie f¸r unseren Kampf gewinnen oder sie zumindest schw‰chen.

STR_REPORT_INVESTITURE_REPORT	Investiturbericht

STR_REPORT_INVESTITURE_REPORT_HELP	Eure Majest‰t, dieser Bericht zeigt Euch die gewonnenen und verlorenen Provinzen in Anuire.

STR_EXPANDED	ERWEITERT
STR_DECLINED	ZUR‹CKGEGANGEN

STR_DESTROYED	ZERST÷RT

STR_REPORT_NO_NEW_INVESTITURES	Eure Majest‰t, es gibt keine neuen Investituren, ¸ber die berichtet werden kˆnnte.



STR_NTH_WORD_0	0.
STR_NTH_WORD_1	1.
STR_NTH_WORD_2	2.
STR_NTH_WORD_3	3.
STR_NTH_WORD_4	4.
STR_NTH_WORD_5	5.
STR_NTH_WORD_6	6.
STR_NTH_WORD_7	7.
STR_NTH_WORD_8	8.
STR_NTH_WORD_9	9.
	
STR_NTH_NUM_0	0.
STR_NTH_NUM_1	1.
STR_NTH_NUM_2	2.
STR_NTH_NUM_3	3.
STR_NTH_NUM_4	4.
STR_NTH_NUM_5	5.
STR_NTH_NUM_6	6.
STR_NTH_NUM_7	7.
STR_NTH_NUM_8	8.
STR_NTH_NUM_9	9.
	



STR_BA_STRENGTH_TAINTED	verdorben
STR_BA_STRENGTH_MINOR	schwach
STR_BA_STRENGTH_MAJOR	m‰chtig
STR_BA_STRENGTH_GREAT	dominant
STR_BA_STRENGTH_TRUE	wahrhaftig


STR_BA_DERIV_AND	Anduiras
STR_BA_DERIV_REY	Reynir
STR_BA_DERIV_BRE	Brenna
STR_BA_DERIV_BAS	Basaia
STR_BA_DERIV_MAS	Masela
STR_BA_DERIV_VOR	Vorynn
STR_BA_DERIV_AZR	Azrai


STR_RLM_MODE_MAIN	Unterhalt
STR_RLM_MODE_TAX	Besteuerung
STR_RLM_MODE_OCC	Besetzung
STR_RLM_MODE_PAY	Sold


STR_SEVERITY_LIGHT	Leicht
STR_SEVERITY_MOD	Mittel
STR_SEVERITY_SEV	Hart


STR_LOYAL_REBEL	Rebellisch
STR_LOYAL_POOR	Schwach
STR_LOYAL_AVG	Durchschn.
STR_LOYAL_HIGH	Hoch


STR_LAND_TYPE_FOR	Wald
STR_LAND_TYPE_PLA	Ebene
STR_LAND_TYPE_MNT	Berg
STR_LAND_TYPE_MNTR	Bergkette
STR_LAND_TYPE_SWMP	Sumpf
STR_LAND_TYPE_HILL	H¸gel
STR_LAND_TYPE_RIV	Fluﬂ
STR_LAND_TYPE_BRDG	Br¸cke
STR_LAND_TYPE_ROAD	Straﬂe


STR_REALM_STAT_AT_WAR	IM KRIEG
STR_REALM_STAT_NEUTRAL	NEUTRAL
STR_REALM_STAT_PERMISSIVE_ALLIANCE	DULDUNGSB‹NDNIS
STR_REALM_STAT_FULL_ALLIANCE	ECHTES B‹NDNIS
STR_REALM_STAT_VASSAL	VASALL


STR_COURT_LVL_NONE	NULL
STR_COURT_LVL_MINIMAL	MINIMAL
STR_COURT_LVL_QUAINT	EINFACH
STR_COURT_LVL_AVERAGE	DURCHSCHN.
STR_COURT_LVL_OPULENT	STARK


STR_UNIT_ABBRV_INF	Inf.
STR_UNIT_ABBRV_EINF	Elt.Inf.
STR_UNIT_ABBRV_ARCH	Schtz.
STR_UNIT_ABBRV_IRR	Irreg.
STR_UNIT_ABBRV_PIKE	Piken.
STR_UNIT_ABBRV_LEVY	Wachl.
STR_UNIT_ABBRV_SCT	Sp‰her
STR_UNIT_ABBRV_KNIG	Ritter
STR_UNIT_ABBRV_LCAV	Lcht.Kav.
STR_UNIT_ABBRV_MINF	SldnInf
STR_UNIT_ABBRV_MBOW	SldnSchtz
STR_UNIT_ABBRV_MIRR	SldnIrr
STR_UNIT_ABBRV_MPIK	SldnPike
STR_UNIT_ABBRV_MCAV	SldnKav
STR_UNIT_ABBRV_ELINF	ElfInf
STR_UNIT_ABBRV_ELBOW	ElfSchtz
STR_UNIT_ABBRV_EKCAV	ElfKav
STR_UNIT_ABBRV_DINF	ZwInf
STR_UNIT_ABBRV_DBOW	ZwSchtz
STR_UNIT_ABBRV_GOB	Goblin
STR_UNIT_ABBRV_GBOW	GobSchtz
STR_UNIT_ABBRV_GCAV	GobKav
STR_UNIT_ABBRV_GNINF	GnollInf
STR_UNIT_ABBRV_GNIRR	GnollIrr
STR_UNIT_ABBRV_HARPY	Harpyie
STR_UNIT_ABBRV_SKEL	Skelett
STR_UNIT_ABBRV_SPID	Spinne
STR_UNIT_ABBRV_HHND	HˆllHnd
STR_UNIT_ABBRV_WYV	Flugdrache
STR_UNIT_ABBRV_REGENT	Regent
STR_UNIT_ABBRV_GORGON	Gorgon
STR_UNIT_ABBRV_SPIDER	Spinne
STR_UNIT_ABBRV_RHUOBHE	Rupp
STR_UNIT_ABBRV_LIEUT	Leutn.
STR_UNIT_ABBRV_WIZ	Magier
STR_UNIT_ABBRV_PRIEST	Priester

STR_UNIT_NAME_INF	Infanterie
STR_UNIT_NAME_EINF	Elite-Infanterie
STR_UNIT_NAME_ARCH	Bogensch¸tzen
STR_UNIT_NAME_IRR	Irregul‰re
STR_UNIT_NAME_PIKE	Pikeniere
STR_UNIT_NAME_LEVY	Wachleute
STR_UNIT_NAME_SCT	Sp‰her
STR_UNIT_NAME_KNIG	Ritter
STR_UNIT_NAME_LCAV	Kavallerie
STR_UNIT_NAME_MINF	Sˆldner-Infanterie
STR_UNIT_NAME_MBOW	Sˆldner-Sch¸tzen
STR_UNIT_NAME_MIRR	Sˆldner Irregul‰re
STR_UNIT_NAME_MPIK	Sˆldner Pikeniere
STR_UNIT_NAME_MCAV	Sˆldner-Kavallerie
STR_UNIT_NAME_ELINF	Elfen-Infanterie
STR_UNIT_NAME_ELBOW	Elfen-Sch¸tzen
STR_UNIT_NAME_EKCAV	Elfen-Kavallerie
STR_UNIT_NAME_DINF	Zwergen-Infanterie
STR_UNIT_NAME_DBOW	Zwergen-Sch¸tzen
STR_UNIT_NAME_GOB	Goblin-Infanterie
STR_UNIT_NAME_GBOW	Goblin-Sch¸tzen
STR_UNIT_NAME_GCAV	Goblin-Kavallerie
STR_UNIT_NAME_GNINF	Gnoll-Infanterie
STR_UNIT_NAME_GNIRR	Gnoll-Pl¸nderer
STR_UNIT_NAME_HARPY	Harpyien
STR_UNIT_NAME_SKEL	Skelette
STR_UNIT_NAME_SPID	Spinnen
STR_UNIT_NAME_HHND	Hˆllenhunde
STR_UNIT_NAME_WYV	Flugdrache
STR_UNIT_NAME_REGENT	Regent
STR_UNIT_NAME_GORGON	Der Gorgon
STR_UNIT_NAME_SPIDER	Der Spinnenkˆnig
STR_UNIT_NAME_RHUOBHE	Rupp Heldentˆter
STR_UNIT_NAME_LIEUT	Leutnant
STR_UNIT_NAME_WIZ	Magier
STR_UNIT_NAME_PRIEST	Priester


STR_GM_WAITING_FOR_FMT	Warte auf %s
STR_GM_SOMEONES_TURN_FMT	%s ist am Zug
STR_GM_PS_ARE_PS_FMT	%s %s
STR_GM_PS_IS_PS_FMT	%s %s
STR_GM_TROOPS_MARCHING	Truppen marschieren los!

STR_GM_PS_ARE_FIGHTING_PS_FMT	%s k‰mpfen gegen %s
STR_GM_PS_IS_FIGHTING_PS_FMT	%s k‰mpft gegen %s
STR_GM_PS_WON_BATTLE_FMT	%s hat die Schlacht gewonnen





STR_HOLDING_VILLAGE	Dorf
STR_HOLDING_SEAPORT	Hafenstadt
STR_HOLDING_RIVPORT	Binnenhafen
STR_HOLDING_RUINS	Ruinen
STR_HOLDING_WIZTOW	Zauberturm
STR_HOLDING_LAW	Ordnung
STR_HOLDING_GUILD	Gilde
STR_HOLDING_TEMPLE	Tempel
STR_HOLDING_SOURCE	Quelle
STR_HOLDING_CASTLE	Burg
STR_HOLDING_CIT	Zitadelle
STR_HOLDING_STRONG	St¸tzpunkt
STR_HOLDING_FORT	Festung



STR_GM_FMTD_TURN	^F14^a031^s00ZUG:
STR_GM_FMTD_TURN_FMT	^F00Z ^F02^l097%ld
	
STR_GM_FMTD_REGENCY	^F14^a031^s00REG.-PUNKTE:
STR_GM_FMTD_REGENCY_FMT	^F00R ^F02^l097%ld
STR_GM_C_LACTION	^F02^cLeutn. einsetzen
	
STR_GM_NACTIONS_ADV	Abenteuer
STR_GM_NACTIONS_WAR	Krieg\nerkl‰ren
STR_GM_NACTIONS_DIP	Diplomatie
STR_GM_NACTIONS_HLD	Aktion\naufheben
STR_GM_NACTIONS_HIR	Leutnant\nanwerben
STR_GM_NACTIONS_MST	Truppen\nausheben
STR_GM_NACTIONS_RD	Straﬂe\nbauen
STR_GM_NACTIONS_CRE	Besitztum\nerrichten
STR_GM_NACTIONS_RUL	Herrschaft\naus¸ben
STR_GM_NACTIONS_CTR	Handels-\nroute\nbauen

STR_F00_REALMS	^F00REICHE
STR_F00_OTHER_DOMAINS	^F00ANDERE GEBIETE
STR_LEGEND_AGAIN	^F00LEGENDE: ^C112FEINDE^C128, ^C188DULDUNGSB‹NDNIS ^C128, ^C060ECHTES B‹NDNIS ^C128, ^C090VASALL^C128.

STR_GM_REGENCY_FMT	^F00REG.-PUNKTE:^F02^l102%d
STR_GM_TREASURY_FMT	^F00GUTHABEN:^F02^l102^D%d
STR_GM_AALIGHT	^A^LLEICHT
STR_GM_AANORMAL	^A^LNORMAL
STR_GM_AASEVERE	^A^LHOCH


STR_GM_C_LAW	^cORDNGS.-
STR_GM_C_CLAIMS	^cFORDER.

STR_GM_C_OCCUPY	^cBESETZEN
STR_GM_C_OWN	^cEIGENE
STR_GM_C_REDUCE	^cVERRINGERN
STR_GM_C_FOREIGN	^cFREMD.
STR_GM_C_HOLDINGS	^cBESITZTUM
STR_GM_C_PILLAGE	^cPL‹NDERUNG
STR_GM_C_PROV	^cPROV.
STR_GM_LOOT	BEUTE
STR_GM_OTHER_INCOME_FMT	^F00SONST. EINKOMMEN:^F02^l110%d
STR_GM_PILLAGE_FMT	^F00PL‹NDERUNG:^F02^l110%d
STR_GM_TRIBUTE_FMT	^F00ABGABEN + GEHƒLTER: ^F02^l110%d

STR_GM_TUT_BUTS_MORE	^cM^C031EHR
STR_GM_TUT_BUTS_DONE	^cF^C031ERTIG

STR_GM_FMTD_YES	^c^C120J^C128A
STR_GM_FMTD_NO	^c^C120N^C128EIN

STR_GM_FMTD_REALM_SEL	^F13^N^C125R^C000^Y09eichsauswahl
STR_GM_CLICK_FOR_CHOICES	^F02Ein Reich anklicken, um dessen Regenten zu sehen.
STR_GM_TO_SELECT_REGENT	F¸r die Regentenwahl klicken Sie auf ^C031Regieren ^C000.

STR_GM_NO2	Nein

STR_GM_TYPE_REALM_FMT1	^F03%s\n^F00TYP: ^F02%s\n^F00REICH: ^F02%s^F00\n%s%s%s
STR_GM_TYPE_REALM_FMT2	^F00%s\nTYP: ^F02%s\n^F00REICH: ^F02%s\n^F00%s%s%s
STR_GM_TYPE_REALM_FMT3	^F03%s\n^F00TYP & STUFE: ^F02%s %d\n^F00REICH: ^F02%s\n^F00%s%s%s
STR_GM_TYPE_REALM_FMT4	^F00%s\nTYP & STUFE: ^F02%s %d\n^F00REICH: ^F02%s\n^F00%s%s%s


STR_GM_ADVENTURE_LOC	ABENTEUERSTƒTTE 
STR_GM_UNDER_CONSTRUCTION	WIRD GEBAUT 
STR_GM_CONTESTED	HERAUSGEFORDERT 
STR_GM_REALM_TERR_FMT	^F03%s %d/%d\n^F00REICH: ^F02%s\n^F00TERRAIN: ^F02%s\n%s
STR_GM_GORGON_BE_BACK	W‰hrend er entschwindet, schallt die Drohung des Gorgon ¸ber das Schlachtfeld \"Ich kehre zur¸ck!\"



//Tutorial Strings
NEWBLOCK


// TURN 1, INTRODUCE THE MAP AND SITUATION, DOMAIN ACTION 1: HOLD

STR_BASIC_001	^g02:000,032^g00:032,072,168,360Im Namen des Reiches Dhoesone heiﬂe ich Euch herzlich willkommen und danke Euch f¸r die angebotene Unterst¸tzung. Durch den Tod des alten Barons, und weil Fhiele Dhoesone noch auf Abenteuerfahrt weilt, sind wir in groﬂer Bedr‰ngnis und brauchen Eure Hilfe, die Ihr so groﬂz¸gig anbietet. \n Ich bin seit vielen Jahren der Verwalter von Dhoesone und werde Euch zur Seite stehen, Euch die t‰glichen Pflichten im Kˆnigreich abnehmen und Euch zum Regenten ausbilden. ^g20^g10^g12^g05
STR_BASIC_002	^g02:000,032^g00:032,072,168,360Falls Ihr Euch w‰hrend der Ausbildung dazu entscheidet, meinen Anweisungen nicht zu folgen, oder Euch ein Fehler unterl‰uft, werden meine Anweisungen mit dem Ablauf der Ereignisse im Kˆnigreich nicht mehr ¸bereinstimmen. F¸r diesen Fall muﬂ ich Euch bitten, von vorne zu beginnen. Ich versichere Euch, daﬂ die Ausbildungszeit sehr kurz ist und Ihr schon bald im Besitz Eures eigenen Kˆnigreichs sein werdet. ^g05
STR_BASIC_003	^g02:000,032^g00:032,072,168,360IAh, Ihr wiﬂt bereits, daﬂ das Kˆnigreich Dhoesone im nˆrdlichsten Teil Anuires liegt. Folgt mir dennoch bitte zur Karte, damit wir das Reich n‰her betrachten. Mit Eurem Zeiger kˆnnt Ihr Dhoesone mit einem Klick vergrˆﬂern. Die Vergrˆﬂerungslevel kˆnnen auch mit den Tasten "+" und "-" eingestellt werden. Die Karte bewegt Ihr, indem Ihr mit Eurem Zeiger auf einen unbesetzten Punkt klickt (eine Klick auf eine Truppe bereitet diese f¸r Bewegungskommandos vor). Ihr kˆnnt auch einfach die Pfeiltasten benutzen. ^g04:378,073^g05
STR_BASIC_004	^g02:000,032^g00:032,072,168,360 Wenn Ihr die Gesamtkarte von Anuire sehen mˆchtet, klickt den Button in der unteren rechten Ecke an. Um detaillierte Informationen ¸ber Truppen, Festungen oder Provinzen zu bekommen, m¸ﬂt Ihr mit der rechten Maustaste auf das Objekt klicken, das Euch interessiert. Vergrˆﬂert die Karte erneut und experimentiert. Klickt auf MEHR, um fortzufahren. Bitte beachtet die verschiedenen Arten von Informationen, die Euch zur Verf¸gung stehen. Das Icon neben der Festung Sonnelind steht zum Beispiel f¸r Fhiele Dhoesone. Ein rechter Mausklick zeigt ihren Status an. ^g03:600,434^g05
STR_BASIC_005	^g02:000,032^g00:032,072,168,360Beachtet bitte, daﬂ bei einer Vergrˆﬂerung der Karte die einzelnen Namen der Provinzen erscheinen. Unterhalb jeder Provinz stehen zwei Zahlen. Die erste zeigt die Zivilisationsstufe oder die Bevˆlkerungsst‰rke an. Die zweite Zahl zeigt die Magiestufe an. Im allgemeinen ist die eine Zahl umso kleiner, je grˆﬂer die andere ist. ^g05

STR_BASIC_006	^g02:000,032^g00:032,072,168,360W‰hrend Ihr Regent von Dhoesone seid, kontrolliert Ihr viele Besitzt¸mer im Reich. Um sie zu sehen, m¸ﬂt Ihr die entsprechenden Buttons anklicken, um Ordnungskr‰fte, Gilden, Tempel und Quellen aufzuzeigen. Beachtet bitte den kleinen Schild in der Ecke jedes Icons, das Besitzt¸mer anzeigt. Er \nzeigt, wer der Inhaber ist. Unser Schild ist gold- und silberfarben. ^g03:472,434^g05

STR_BASIC_007	^g02:000,032^g00:032,072,168,360Die Stufe oder St‰rke eines jeden Besitztums wird durch die Grˆﬂe seines Bildes auf der Karte angezeigt. Mit einem rechten Mausklick auf die Bilder kˆnnt Ihr mehr Informationen abfragen. \n Ihr werdet feststellen, daﬂ Ihr die entscheidenden Ordnungs- und Quellenbesitzt¸mer kontrolliert, jedoch keine Gilden und Tempel habt. Die organisierten Religionen in Dhoesone werden von unabh‰ngigen Religionsgruppen kontrolliert, und die wichtigste Gilde gehˆrt Cariele, wie die gr¸nen und braunen Schilde anzeigen. ^g05

STR_BASIC_008 ^g02:390,074^g00:422,106,200,296Pro Runde kˆnnt Ihr drei Aktionen w‰hlen. Jede davon benˆtigt einen Monat Zeit. Dementsprechend repr‰sentiert jede Runde eine Jahreszeit. Die Kommandobuttons auf der linken Seite bezeichnen die Aktionen, aus denen Ihr w‰hlen kˆnnt. Beginnen \nwir mit der einfachsten. Klickt auf den Button ^C064AKTION AUFHEBEN^C000, um die erste Aktion zu ¸berspringen, dann klickt auf Ok, wenn danach gefragt wird. Ihr mˆchtet sicher oft erst einmal abwarten, was sich ereignet, oder einfach auf neue Ressourcen warten, bevor Ihr Befehle ausgebt. Warten wir einen Moment ab, was sich ereignen wird. ^g13:011^g01:049,296



// TURN 1, DOMAIN ACTION 2: RECRUIT A FIGHTER
STR_BASIC_011	^g02:390,074^g00:422,106,200,296Es gibt viele begabte und talentierte Leute in Anuire, die Euch bei Eurem Abenteuer helfen kˆnnten. Eine \nMˆglichkeit, zus‰tzliche Hilfe zu bekommen, ist die Rekrutierung eines Leutnants. Folgende Klassen stehen zur Verf¸gung: K‰mpfer, Priester, Diebe und Zauberer. Auch innerhalb dieser Klassen gibt es Unterschiede, was die F‰higkeiten angeht. Zur Rekrutierung: linker Mausklick auf ^C064LEUTNANT ANWERBEN^C000. ^g12^g13:013^g01:049,352

